DateTime,AirTemp,Pressure,WindSpeed,PowerGen
2019-01-06 13:00:00,10.318,0.980135,5.063,4.55981
2019-01-06 14:00:00,10.265,0.980764,4.348,2.23444
2019-01-06 15:00:00,10.733,0.981182,3.087,0
2019-01-06 16:00:00,12.322,0.981459,1.583,0
2019-01-06 17:00:00,14.064,0.981443,1.474,0
2019-01-06 18:00:00,15.025,0.981546,1.779,0
2019-01-06 19:00:00,15.853,0.981656,1.847,0
2019-01-06 20:00:00,16.501,0.981655,2.246,0
2019-01-06 21:00:00,16.723,0.981665,2.958,0
2019-01-06 22:00:00,16.249,0.981846,3.421,0
2019-01-06 23:00:00,13.548,0.98215,3.727,0.805824
2019-01-07 00:00:00,12.156,0.98258,3.77,0.907874
2019-01-07 01:00:00,11.195,0.982997,3.544,0
2019-01-07 02:00:00,10.728,0.983331,2.833,0
2019-01-07 03:00:00,10.489,0.983493,1.784,0
2019-01-07 04:00:00,9.799,0.983447,1.749,0
2019-01-07 05:00:00,8.674,0.98319,1.922,0
2019-01-07 06:00:00,8.465,0.983197,2.782,0
2019-01-07 07:00:00,8.956,0.983273,3.884,1.14601
2019-01-07 08:00:00,9.323,0.983133,5.554,6.80754
2019-01-07 09:00:00,9.788,0.982875,7.519,19.9011
2019-01-07 10:00:00,9.598,0.982578,8.358,27.1835
2019-01-07 11:00:00,9.725,0.982254,8.585,29.2372
2019-01-07 12:00:00,10.565,0.981909,7.883,22.7275
2019-01-07 13:00:00,11.031,0.981676,7.674,21.0206
2019-01-07 14:00:00,11.367,0.981284,6.855,14.4493
2019-01-07 15:00:00,11.717,0.980359,8.896,32.3172
2019-01-07 16:00:00,12.269,0.980051,7.143,16.3973
2019-01-07 17:00:00,12.658,0.979036,7.777,20.8589
2019-01-07 18:00:00,12.699,0.978259,6.237,10.6796
2019-01-07 19:00:00,14.072,0.977375,7.608,20.2907
2019-01-07 20:00:00,15.572,0.976936,10.004,41.2151
2019-01-07 21:00:00,13.548,0.977125,7.185,16.7291
2019-01-07 22:00:00,12.217,0.977342,6.787,13.7723
2019-01-07 23:00:00,12.002,0.977288,5.05,4.36996
2019-01-08 00:00:00,12.018,0.977572,7.032,15.2617
2019-01-08 01:00:00,11.698,0.978179,7.525,19.5334
2019-01-08 02:00:00,10.921,0.978514,7.578,20.2197
2019-01-08 03:00:00,10.41,0.979077,7.461,19.3703
2019-01-08 04:00:00,9.964,0.979257,7.072,16.2316
2019-01-08 05:00:00,9.822,0.979172,7.796,21.9607
2019-01-08 06:00:00,9.241,0.979873,7.767,21.772
2019-01-08 07:00:00,6.983,0.98049,8.103,24.9674
2019-01-08 08:00:00,6.003,0.981081,8.269,26.6631
2019-01-08 09:00:00,7.095,0.981467,8.314,26.9899
2019-01-08 10:00:00,5.879,0.981986,8.997,34.1442
2019-01-08 11:00:00,4.373,0.982816,9.696,40.125
2019-01-08 12:00:00,2.853,0.983491,8.402,27.3294
2019-01-08 13:00:00,1.533,0.984128,8.028,23.9544
2019-01-08 14:00:00,1.336,0.984707,7.726,21.496
2019-01-08 15:00:00,2.306,0.985344,4.563,2.85172
2019-01-08 16:00:00,3.444,0.985653,3.846,1.09389
2019-01-08 17:00:00,4.572,0.9856,3.785,0.953001
2019-01-08 18:00:00,5.67,0.985519,4.145,1.71554
2019-01-08 19:00:00,6.559,0.985351,4.536,2.80601
2019-01-08 20:00:00,7.045,0.985326,4.673,3.07269
2019-01-08 21:00:00,7.071,0.985327,5.258,5.09373
2019-01-08 22:00:00,6.976,0.985278,5.426,5.80268
2019-01-08 23:00:00,5.22,0.985329,7.192,16.8858
2019-01-09 00:00:00,3.333,0.985374,6.53,12.0281
2019-01-09 01:00:00,3.205,0.985556,8.366,27.926
2019-01-09 02:00:00,2.857,0.985817,9.923,44.0814
2019-01-09 03:00:00,2.194,0.985928,9.996,45.1308
2019-01-09 04:00:00,1.662,0.9859,9.903,43.9878
2019-01-09 05:00:00,0.582,0.985642,9.966,44.6383
2019-01-09 06:00:00,-0.066,0.985599,9.11,35.9632
2019-01-09 07:00:00,-0.139,0.985659,8.33,27.934
2019-01-09 08:00:00,0.035,0.985442,8.364,28.2948
2019-01-09 09:00:00,-0.035,0.98507,10.029,45.4106
2019-01-09 10:00:00,0.054,0.984906,10.804,53.2697
2019-01-09 11:00:00,0.059,0.985002,10.245,47.3253
2019-01-09 12:00:00,0.228,0.985153,10.658,50.7769
2019-01-09 13:00:00,0.447,0.98549,10.917,53.1118
2019-01-09 14:00:00,0.906,0.986073,9.803,42.1314
2019-01-09 15:00:00,3.258,0.986489,7.945,24.0046
2019-01-09 16:00:00,4.69,0.986835,7.883,23.3592
2019-01-09 17:00:00,5.979,0.986999,8.895,33.2332
2019-01-09 18:00:00,6.858,0.987219,9.387,37.5515
2019-01-09 19:00:00,7.37,0.987749,9.917,43.3073
2019-01-09 20:00:00,7.506,0.988137,9.892,43.0702
2019-01-09 21:00:00,7.287,0.988414,10.192,46.6452
2019-01-09 22:00:00,6.594,0.988951,9.661,40.6687
2019-01-09 23:00:00,4.875,0.989667,10.238,47.5107
2019-01-10 00:00:00,3.479,0.990336,10.269,48.0607
2019-01-10 01:00:00,2.554,0.990921,10.952,54.3854
2019-01-10 02:00:00,1.635,0.991531,10.488,49.8111
2019-01-10 03:00:00,0.42,0.991937,10.626,51.5978
2019-01-10 04:00:00,-0.001,0.992084,10.876,53.6579
2019-01-10 05:00:00,-0.752,0.992259,10.284,48.6918
2019-01-10 06:00:00,-1.13,0.992679,9.356,38.7823
2019-01-10 07:00:00,-1.692,0.993064,9.072,36.4802
2019-01-10 08:00:00,-1.441,0.9933,10.081,47.2307
2019-01-10 09:00:00,-1.287,0.993486,8.99,35.5916
2019-01-10 10:00:00,-1.739,0.993815,7.948,24.745
2019-01-10 11:00:00,-2.062,0.994096,7.482,20.6538
2019-01-10 12:00:00,-2.337,0.994362,5.865,8.60736
2019-01-10 13:00:00,-2.542,0.994551,6.057,10.1864
2019-01-10 14:00:00,-1.584,0.994714,5.26,5.68939
2019-01-10 15:00:00,0.638,0.994927,2.938,0
2019-01-10 16:00:00,2.401,0.994982,2.363,0
2019-01-10 17:00:00,3.848,0.994668,1.972,0
2019-01-10 18:00:00,5.199,0.994316,2.309,0
2019-01-10 19:00:00,6.222,0.994023,1.839,0
2019-01-10 20:00:00,6.898,0.993683,1.662,0
2019-01-10 21:00:00,7.149,0.993363,1.962,0
2019-01-10 22:00:00,6.561,0.993075,1.943,0
2019-01-10 23:00:00,3.225,0.992929,2.977,0
2019-01-11 00:00:00,1.744,0.99284,4.247,2.0482
2019-01-11 01:00:00,0.715,0.992758,4.994,4.4834
2019-01-11 02:00:00,0.176,0.992756,5.966,9.44986
2019-01-11 03:00:00,0.25,0.992728,7.502,20.5421
2019-01-11 04:00:00,0.357,0.992551,7.629,21.4817
2019-01-11 05:00:00,0.672,0.992217,8.562,30.2599
2019-01-11 06:00:00,0.471,0.992183,9.015,35.2953
2019-01-11 07:00:00,0.452,0.99228,9.284,37.6518
2019-01-11 08:00:00,0.661,0.992496,9.754,42.6192
2019-01-11 09:00:00,0.322,0.992543,9.003,34.8507
2019-01-11 10:00:00,0.357,0.992636,9.435,38.4385
2019-01-11 11:00:00,0.307,0.992829,9.639,40.7921
2019-01-11 12:00:00,0.35,0.992997,9.929,44.3117
2019-01-11 13:00:00,0.412,0.993159,10.378,49.5936
2019-01-11 14:00:00,1.326,0.993252,10.505,50.9494
2019-01-11 15:00:00,3.938,0.993248,8.139,25.5743
2019-01-11 16:00:00,6.338,0.993058,7.426,19.2377
2019-01-11 17:00:00,8.103,0.992512,8.088,24.3223
2019-01-11 18:00:00,9.477,0.991985,8.218,25.1782
2019-01-11 19:00:00,10.661,0.991553,8.615,28.8906
2019-01-11 20:00:00,11.418,0.991158,9.056,33.74
2019-01-11 21:00:00,11.715,0.990792,9.28,35.9562
2019-01-11 22:00:00,11.096,0.990481,8.771,30.9556
2019-01-11 23:00:00,9.165,0.990502,9.785,41.0346
2019-01-12 00:00:00,8.618,0.990624,10.572,49.0502
2019-01-12 01:00:00,8.039,0.990887,12.065,58.311
2019-01-12 02:00:00,7.775,0.991154,11.895,57.9277
2019-01-12 03:00:00,7.881,0.991405,12.388,58.5515
2019-01-12 04:00:00,8.286,0.991593,12.141,58.4099
2019-01-12 05:00:00,9.374,0.991241,11.91,57.6709
2019-01-12 06:00:00,9.745,0.991013,12.2,57.987
2019-01-12 07:00:00,9.913,0.991121,12.206,57.9642
2019-01-12 08:00:00,9.936,0.991294,11.488,56.0733
2019-01-12 09:00:00,9.784,0.991475,11.377,55.5467
2019-01-12 10:00:00,9.264,0.991627,10.965,52.5799
2019-01-12 11:00:00,8.415,0.991932,10.701,50.2614
2019-01-12 12:00:00,8.471,0.992124,11.557,56.7392
2019-01-12 13:00:00,8.769,0.992182,12.018,57.9607
2019-01-12 14:00:00,9.168,0.992385,10.802,51.3032
2019-01-12 15:00:00,11.043,0.992429,9.021,32.9824
2019-01-12 16:00:00,12.616,0.992314,7.192,16.5162
2019-01-12 17:00:00,14.848,0.992025,6.281,10.6141
2019-01-12 18:00:00,16.433,0.991642,6.357,11.0597
2019-01-12 19:00:00,17.698,0.991266,6.53,11.9787
2019-01-12 20:00:00,18.535,0.990928,6.799,13.842
2019-01-12 21:00:00,18.881,0.990514,7.443,18.9198
2019-01-12 22:00:00,17.653,0.990283,7.229,17.1736
2019-01-12 23:00:00,16.194,0.990298,8.249,24.9803
2019-01-13 00:00:00,15.581,0.99028,9.124,33.5314
2019-01-13 01:00:00,15.279,0.99027,9.758,39.8593
2019-01-13 02:00:00,14.767,0.990399,10.007,42.9428
2019-01-13 03:00:00,14.119,0.990371,10.477,48.0922
2019-01-13 04:00:00,13.66,0.99024,10.951,52.5016
2019-01-13 05:00:00,13.235,0.989959,10.744,50.8231
2019-01-13 06:00:00,12.92,0.989886,10.103,44.1753
2019-01-13 07:00:00,12.778,0.989871,10.043,43.5094
2019-01-13 08:00:00,12.77,0.98992,10.261,46.1914
2019-01-13 09:00:00,12.809,0.989887,9.919,42.5927
2019-01-13 10:00:00,12.738,0.989703,9.529,38.2706
2019-01-13 11:00:00,12.517,0.989801,9.455,37.795
2019-01-13 12:00:00,11.905,0.989844,9.226,35.8114
2019-01-13 13:00:00,11.723,0.990027,9.096,34.876
2019-01-13 14:00:00,12.162,0.990091,8.349,27.1798
2019-01-13 15:00:00,14.133,0.989998,7.403,18.8997
2019-01-13 16:00:00,16.799,0.989769,6.09,9.71643
2019-01-13 17:00:00,18.427,0.989271,7.066,15.9553
2019-01-13 18:00:00,19.845,0.988823,7.702,20.5797
2019-01-13 19:00:00,20.48,0.988427,7.49,18.7841
2019-01-13 20:00:00,20.636,0.987917,7.296,17.5226
2019-01-13 21:00:00,20.157,0.987518,7.272,17.4732
2019-01-13 22:00:00,19.091,0.987345,7.116,16.2832
2019-01-13 23:00:00,18.152,0.987348,6.677,12.863
2019-01-14 00:00:00,17.676,0.987561,7.365,18.321
2019-01-14 01:00:00,16.699,0.987634,7.922,22.786
2019-01-14 02:00:00,16.3,0.987653,7.703,21.0324
2019-01-14 03:00:00,15.925,0.987696,7.485,19.4137
2019-01-14 04:00:00,15.676,0.987542,7.638,20.6017
2019-01-14 05:00:00,15.335,0.987279,8.281,26.2589
2019-01-14 06:00:00,15.108,0.987452,8.316,26.5236
2019-01-14 07:00:00,14.975,0.987402,8.178,25.301
2019-01-14 08:00:00,14.575,0.987408,8.293,26.3696
2019-01-14 09:00:00,14.583,0.987379,8.55,28.7223
2019-01-14 10:00:00,14.142,0.987375,7.927,23.0779
2019-01-14 11:00:00,13.876,0.987588,7.045,15.9662
2019-01-14 12:00:00,13.735,0.987664,7.249,17.6597
2019-01-14 13:00:00,13.357,0.987642,6.567,12.3369
2019-01-14 14:00:00,13.946,0.9876,7.026,15.8238
2019-01-14 15:00:00,15.585,0.987604,5.989,9.04599
2019-01-14 16:00:00,17.213,0.987382,4.527,2.68575
2019-01-14 17:00:00,18.686,0.986918,5.273,5.31537
2019-01-14 18:00:00,19.93,0.986583,6.778,13.488
2019-01-14 19:00:00,20.477,0.986146,6.546,11.9017
2019-01-14 20:00:00,20.661,0.985643,6.947,14.8063
2019-01-14 21:00:00,20.464,0.985195,6.578,12.1152
2019-01-14 22:00:00,19.576,0.984908,7.165,16.5761
2019-01-14 23:00:00,18.007,0.984948,7.815,21.7056
2019-01-15 00:00:00,17.207,0.984844,7.552,19.7695
2019-01-15 01:00:00,15.922,0.984695,8.107,24.4529
2019-01-15 02:00:00,15.372,0.984468,8.868,31.8797
2019-01-15 03:00:00,13.957,0.984116,9.923,42.436
2019-01-15 04:00:00,13.734,0.983667,10.766,51.0161
2019-01-15 05:00:00,13.86,0.983168,11.189,54.1169
2019-01-15 06:00:00,14.77,0.982795,10.989,52.4655
2019-01-15 07:00:00,14.86,0.982747,10.167,44.9535
2019-01-15 08:00:00,14.5,0.982692,9.88,41.8152
2019-01-15 09:00:00,14.408,0.982476,9.807,40.9674
2019-01-15 10:00:00,14.094,0.98234,8.896,32.2939
2019-01-15 11:00:00,13.706,0.982272,7.95,23.1881
2019-01-15 12:00:00,13.676,0.982293,6.576,12.3492
2019-01-15 13:00:00,13.844,0.982659,7.086,15.8053
2019-01-15 14:00:00,13.901,0.98277,8.155,24.4548
2019-01-15 15:00:00,14.252,0.982944,6.79,13.3863
2019-01-15 16:00:00,14.965,0.9833,6.339,11.0079
2019-01-15 17:00:00,16.101,0.982988,5.886,8.44471
2019-01-15 18:00:00,16.963,0.982961,7.553,19.6542
2019-01-15 19:00:00,16.692,0.9829,6.246,10.5777
2019-01-15 20:00:00,15.708,0.983299,7.332,18.0099
2019-01-15 21:00:00,14.178,0.983336,4.839,3.6453
2019-01-15 22:00:00,13.381,0.983378,5.183,4.99111
2019-01-15 23:00:00,12.572,0.983586,4.007,1.38254
2019-01-16 00:00:00,12.186,0.983851,3.197,0
2019-01-16 01:00:00,11.829,0.984065,4.385,2.31299
2019-01-16 02:00:00,11.323,0.984501,6.492,11.8616
2019-01-16 03:00:00,8.966,0.98538,8.904,32.9536
2019-01-16 04:00:00,7.569,0.985924,7.39,19.0932
2019-01-16 05:00:00,6.121,0.986247,8.375,26.8028
2019-01-16 06:00:00,4.975,0.986936,8.608,29.749
2019-01-16 07:00:00,4.534,0.98728,7.768,21.816
2019-01-16 08:00:00,4.078,0.98792,7.752,21.4968
2019-01-16 09:00:00,3.589,0.9885,7.89,22.7803
2019-01-16 10:00:00,2.585,0.989121,7.973,23.7506
2019-01-16 11:00:00,1.531,0.98979,8.438,28.501
2019-01-16 12:00:00,0.896,0.990404,8.327,27.1272
2019-01-16 13:00:00,0.181,0.99098,8.28,27.3839
2019-01-16 14:00:00,-0.147,0.991618,7.306,18.6617
2019-01-16 15:00:00,-0.167,0.992214,7.63,21.2975
2019-01-16 16:00:00,0.508,0.992628,7.806,22.9878
2019-01-16 17:00:00,0.858,0.992739,7.779,22.6555
2019-01-16 18:00:00,1.336,0.992895,8.152,26.3245
2019-01-16 19:00:00,1.798,0.993279,8.034,24.9847
2019-01-16 20:00:00,2.152,0.993523,8.151,26.2532
2019-01-16 21:00:00,2.249,0.993823,8.272,27.5046
2019-01-16 22:00:00,1.948,0.9941,8.984,35.1385
2019-01-16 23:00:00,1.198,0.995064,8.277,27.7577
2019-01-17 00:00:00,0.738,0.995812,9.549,40.5847
2019-01-17 01:00:00,0.27,0.996582,9.887,44.6113
2019-01-17 02:00:00,-0.347,0.996897,10.256,48.9968
2019-01-17 03:00:00,-0.932,0.997449,10.031,46.8529
2019-01-17 04:00:00,-1.522,0.997526,10.117,47.7688
2019-01-17 05:00:00,-2.202,0.997596,8.843,33.4899
2019-01-17 06:00:00,-2.393,0.997567,7.932,23.9673
2019-01-17 07:00:00,-2.319,0.997777,8.11,25.5733
2019-01-17 08:00:00,-2.303,0.997995,8.515,29.2612
2019-01-17 09:00:00,-2.371,0.998009,7.577,20.8191
2019-01-17 10:00:00,-2.289,0.998009,7.354,19.049
2019-01-17 11:00:00,-2.217,0.998155,6.938,15.5638
2019-01-17 12:00:00,-2.45,0.99838,6.396,11.9502
2019-01-17 13:00:00,-2.886,0.998407,7.039,16.5532
2019-01-17 14:00:00,-2.123,0.998456,6.62,13.4145
2019-01-17 15:00:00,-0.601,0.998478,5.787,8.59528
2019-01-17 16:00:00,0.884,0.998215,5.322,5.89028
2019-01-17 17:00:00,2.453,0.997655,5.042,4.68411
2019-01-17 18:00:00,4.104,0.997126,4.601,2.85523
2019-01-17 19:00:00,5,0.99661,3.985,1.29485
2019-01-17 20:00:00,5.766,0.996259,3.967,1.34811
2019-01-17 21:00:00,6.19,0.995907,3.839,1.07547
2019-01-17 22:00:00,6.217,0.995595,3.488,0
2019-01-17 23:00:00,4.992,0.995334,3.955,1.32778
2019-01-18 00:00:00,4.389,0.995218,4.309,2.19458
2019-01-18 01:00:00,3.855,0.995148,5.771,8.31234
2019-01-18 02:00:00,4.283,0.994977,8.366,28.1277
2019-01-18 03:00:00,4.397,0.994676,7.69,21.8733
2019-01-18 04:00:00,3.823,0.994298,7.49,20.3816
2019-01-18 05:00:00,3.552,0.9938,7.792,22.8279
2019-01-18 06:00:00,3.604,0.993442,8.509,29.5185
2019-01-18 07:00:00,2.745,0.993349,8.501,29.5339
2019-01-18 08:00:00,2.354,0.993215,8.147,26.2309
2019-01-18 09:00:00,2.348,0.993002,7.242,18.3013
2019-01-18 10:00:00,3.558,0.992856,6.233,11.0736
2019-01-18 11:00:00,3.818,0.992836,5.95,9.11812
2019-01-18 12:00:00,3.846,0.992708,5.403,6.01631
2019-01-18 13:00:00,3.812,0.992498,5.417,5.97236
2019-01-18 14:00:00,3.779,0.992304,5.073,4.52248
2019-01-18 15:00:00,3.867,0.992188,4.927,3.96087
2019-01-18 16:00:00,4.094,0.992033,4.88,3.8992
2019-01-18 17:00:00,4.37,0.9915,4.184,1.78079
2019-01-18 18:00:00,4.869,0.990975,4.249,1.95614
2019-01-18 19:00:00,5.442,0.990606,3.659,0.69961
2019-01-18 20:00:00,6.157,0.990024,3.657,0.695879
2019-01-18 21:00:00,6.852,0.989337,2.342,0
2019-01-18 22:00:00,7.392,0.988769,1.573,0
2019-01-18 23:00:00,6.899,0.988557,0.777,0
2019-01-19 00:00:00,6.694,0.988636,0.941,0
2019-01-19 01:00:00,6.476,0.988549,2.619,0
2019-01-19 02:00:00,6.49,0.988775,4.769,3.54197
2019-01-19 03:00:00,6.424,0.988788,7.007,16.014
2019-01-19 04:00:00,5.971,0.989082,8.207,26.342
2019-01-19 05:00:00,5.659,0.989113,6.084,10.0193
2019-01-19 06:00:00,5.335,0.989309,6.368,11.596
2019-01-19 07:00:00,4.298,0.989756,7.106,16.9835
2019-01-19 08:00:00,3.22,0.990079,6.072,10.0204
2019-01-19 09:00:00,2.602,0.990257,6.771,14.262
2019-01-19 10:00:00,2.281,0.990426,6.599,13.0658
2019-01-19 11:00:00,1.148,0.990792,7.688,21.2846
2019-01-19 12:00:00,0.06,0.991164,7.02,16.4509
2019-01-19 13:00:00,-0.433,0.991633,8.339,28.3538
2019-01-19 14:00:00,-0.805,0.991999,7.718,22.596
2019-01-19 15:00:00,0.081,0.992327,6.74,14.3122
2019-01-19 16:00:00,1.459,0.992344,6.157,10.7211
2019-01-19 17:00:00,2.925,0.991932,6.209,11.059
2019-01-19 18:00:00,4.258,0.991596,6.386,11.7946
2019-01-19 19:00:00,5.262,0.991428,6.205,10.9499
2019-01-19 20:00:00,5.877,0.991219,6.186,10.8076
2019-01-19 21:00:00,6.17,0.990946,6.269,11.2039
